count,age,sex,race,intent,year
1,87,M,Black,Homicide,2014
1,83,F,Hispanic,Suicide,2012
9,42,F,Black,Homicide,2012
42,34,F,White,Suicide,2013
1,39,F,Hispanic,Suicide,2014
140,35,M,Black,Homicide,2012
263,43,M,White,Suicide,2013
13,46,M,Hispanic,Suicide,2014
73,49,F,White,Suicide,2013
1,11,M,White,Suicide,2012
1,12,F,Black,Homicide,2013
1,3,M,Black,Homicide,2013
6,32,M,Asian/Pacific Islander,Homicide,2014
1,23,F,Asian/Pacific Islander,Homicide,2014
2,89,M,Hispanic,Suicide,2012
1,14,F,White,Undetermined,2014
1,73,M,Asian/Pacific Islander,Homicide,2013
3,91,M,White,Accidental,2013
2,2,M,White,Accidental,2014
1,9,F,White,Accidental,2014
4,45,M,Native American/Native Alaskan,Homicide,2014
12,41,F,Black,Homicide,2012
1,33,M,Asian/Pacific Islander,Homicide,2014
24,37,M,Hispanic,Suicide,2014
3,44,F,Hispanic,Suicide,2014
36,48,M,Black,Homicide,2012
190,40,M,White,Suicide,2013
41,49,M,Black,Homicide,2012
9,12,M,White,Suicide,2012
2,4,M,Black,Homicide,2013
2,11,F,Black,Homicide,2013
3,31,M,Asian/Pacific Islander,Homicide,2014
2,95,M,White,Undetermined,2013
2,37,F,Native American/Native Alaskan,Homicide,2014
1,92,M,White,Accidental,2013
1,44,M,Native American/Native Alaskan,Homicide,2014
202,41,M,White,Suicide,2013
2,45,F,Hispanic,Suicide,2014
22,36,M,Hispanic,Suicide,2014
13,40,F,Black,Homicide,2012
80,48,F,White,Suicide,2013
1,9,M,White,Suicide,2012
6,1,M,Black,Homicide,2013
2,30,M,Asian/Pacific Islander,Homicide,2014
1,87,M,Hispanic,Suicide,2012
1,11,F,Hispanic,Undetermined,2013
2,43,M,Native American/Native Alaskan,Homicide,2014
1,0,M,Black,Homicide,2013
50,46,M,Black,Homicide,2012
202,38,M,White,Suicide,2013
25,35,M,Hispanic,Suicide,2014
9,39,F,Black,Homicide,2012
60,47,F,White,Suicide,2013
1,42,F,Hispanic,Suicide,2014
1,10,M,White,Suicide,2012
1,2,M,Black,Homicide,2013
3,29,M,Asian/Pacific Islander,Homicide,2014
1,84,F,Black,Homicide,2014
4,88,M,Hispanic,Suicide,2012
2,12,F,White,Accidental,2014
2,3,M,White,Accidental,2014
1,42,M,Native American/Native Alaskan,Homicide,2014
7,38,F,Black,Homicide,2012
48,46,F,White,Suicide,2013
66,47,M,Black,Homicide,2012
1,41,F,Hispanic,Undetermined,2012
207,39,M,White,Suicide,2013
21,34,M,Hispanic,Suicide,2014
56,15,M,White,Suicide,2012
3,7,M,Black,Homicide,2013
7,16,F,Black,Homicide,2013
4,28,M,Asian/Pacific Islander,Homicide,2014
4,85,M,Hispanic,Suicide,2012
1,92,M,White,Undetermined,2013
1,83,F,White,Undetermined,2013
1,88,F,White,Accidental,2013
1,89,F,Black,Homicide,2014
1,34,F,Hispanic,Undetermined,2012
18,41,M,Hispanic,Suicide,2014
2,49,M,Native American/Native Alaskan,Homicide,2014
4,48,F,Hispanic,Suicide,2014
55,44,M,Black,Homicide,2012
149,36,M,White,Suicide,2013
5,37,F,Black,Homicide,2012
42,45,F,White,Suicide,2013
82,16,M,White,Suicide,2012
5,15,F,Black,Homicide,2013
3,27,M,Asian/Pacific Islander,Homicide,2014
2,20,F,Asian/Pacific Islander,Homicide,2014
3,86,M,Hispanic,Suicide,2012
1,41,F,Native American/Native Alaskan,Homicide,2014
1,5,M,White,Accidental,2014
1,90,F,Black,Homicide,2014
2,47,M,Hispanic,Accidental,2012
14,40,M,Hispanic,Suicide,2014
12,36,F,Black,Homicide,2012
47,44,F,White,Suicide,2013
37,45,M,Black,Homicide,2012
180,37,M,White,Suicide,2013
25,13,M,White,Suicide,2012
2,14,F,Black,Homicide,2013
5,26,M,Asian/Pacific Islander,Homicide,2014
2,83,M,Hispanic,Suicide,2012
1,94,M,White,Undetermined,2013
2,8,M,White,Accidental,2014
2,3,M,Hispanic,Accidental,2013
67,42,M,Black,Homicide,2012
180,34,M,White,Suicide,2013
20,39,M,Hispanic,Suicide,2014
12,35,F,Black,Homicide,2012
58,43,F,White,Suicide,2013
2,46,F,Hispanic,Suicide,2014
39,14,M,White,Suicide,2012
3,13,F,Black,Homicide,2013
1,6,M,Black,Homicide,2013
1,75,F,Asian/Pacific Islander,Homicide,2013
7,25,M,Asian/Pacific Islander,Homicide,2014
1,18,F,Asian/Pacific Islander,Homicide,2014
5,84,M,Hispanic,Suicide,2012
1,49,M,Hispanic,Accidental,2012
1,46,M,Native American/Native Alaskan,Homicide,2014
2,7,M,White,Accidental,2014
1,16,F,White,Accidental,2014
1,4,M,White,Undetermined,2014
19,34,F,Black,Homicide,2012
41,42,F,White,Suicide,2013
4,47,F,Hispanic,Suicide,2014
67,43,M,Black,Homicide,2012
192,35,M,White,Suicide,2013
22,38,M,Hispanic,Suicide,2014
4,81,M,Hispanic,Suicide,2012
12,61,M,Hispanic,Suicide,2014
1,52,F,Hispanic,Suicide,2014
27,56,M,Black,Homicide,2012
243,64,M,White,Suicide,2013
79,57,F,White,Suicide,2013
1,72,M,White,Undetermined,2013
2,29,M,White,Undetermined,2014
3,67,M,White,Accidental,2013
7,26,M,White,Accidental,2014
259,65,M,White,Suicide,2013
1,66,F,Black,Homicide,2012
1,70,M,Black,Homicide,2014
149,19,M,White,Suicide,2012
40,28,F,White,Suicide,2012
228,27,M,Black,Homicide,2013
26,20,F,Black,Homicide,2013
1,15,F,Asian/Pacific Islander,Homicide,2014
3,82,M,Hispanic,Suicide,2012
1,53,F,Hispanic,Suicide,2014
6,60,M,Hispanic,Suicide,2014
2,64,F,Black,Homicide,2012
76,56,F,White,Suicide,2013
22,57,M,Black,Homicide,2012
1,51,M,Hispanic,Accidental,2012
1,71,M,White,Undetermined,2013
2,30,M,White,Undetermined,2014
2,21,F,White,Undetermined,2014
2,68,M,White,Accidental,2013
1,18,F,Hispanic,Undetermined,2013
3,25,M,Hispanic,Undetermined,2013
5,25,M,White,Accidental,2014
1,52,M,Native American/Native Alaskan,Homicide,2014
4,65,F,Black,Homicide,2012
259,66,M,White,Suicide,2013
6,69,M,Black,Homicide,2014
1,78,F,Black,Homicide,2014
158,20,M,White,Suicide,2012
31,27,F,White,Suicide,2012
218,28,M,Black,Homicide,2013
21,19,F,Black,Homicide,2013
1,7,M,Asian/Pacific Islander,Homicide,2014
27,54,M,Black,Homicide,2012
235,62,M,White,Suicide,2013
9,59,M,Hispanic,Suicide,2014
66,55,F,White,Suicide,2013
1,63,F,Black,Homicide,2012
2,50,F,Hispanic,Suicide,2014
1,71,M,Native American/Native Alaskan,Homicide,2012
2,28,M,Hispanic,Undetermined,2013
5,28,M,White,Accidental,2014
1,31,M,Hispanic,Accidental,2013
1,31,M,White,Undetermined,2014
3,69,M,White,Accidental,2013
1,51,M,Native American/Native Alaskan,Homicide,2014
98,17,M,White,Suicide,2012
28,26,F,White,Suicide,2012
18,18,F,Black,Homicide,2013
245,25,M,Black,Homicide,2013
10,68,M,Black,Homicide,2014
8,79,M,Hispanic,Suicide,2012
1,62,F,Black,Homicide,2012
69,54,F,White,Suicide,2013
2,51,F,Hispanic,Suicide,2014
21,55,M,Black,Homicide,2012
244,63,M,White,Suicide,2013
8,58,M,Hispanic,Suicide,2014
1,33,M,Hispanic,Accidental,2013
2,33,M,White,Undetermined,2014
3,27,M,White,Accidental,2014
2,20,F,White,Accidental,2014
2,23,F,White,Undetermined,2014
2,32,M,White,Undetermined,2014
2,70,M,White,Accidental,2013
2,50,M,Native American/Native Alaskan,Homicide,2014
112,18,M,White,Suicide,2012
30,25,F,White,Suicide,2012
241,26,M,Black,Homicide,2013
9,17,F,Black,Homicide,2013
10,67,M,Black,Homicide,2014
4,80,M,Hispanic,Suicide,2012
1,73,M,White,Undetermined,2013
2,56,F,Hispanic,Suicide,2014
37,52,M,Black,Homicide,2012
327,60,M,White,Suicide,2013
36,33,F,White,Suicide,2012
75,53,F,White,Suicide,2013
2,81,F,Black,Homicide,2014
1,25,M,Hispanic,Accidental,2013
1,68,M,White,Undetermined,2013
2,25,M,White,Undetermined,2014
1,18,F,White,Undetermined,2014
3,71,M,White,Accidental,2013
2,80,F,White,Accidental,2013
1,30,M,Hispanic,Undetermined,2013
1,21,F,Hispanic,Undetermined,2013
1,21,F,White,Accidental,2014
1,30,M,White,Accidental,2014
211,23,M,White,Suicide,2012
32,32,F,White,Suicide,2012
187,31,M,Black,Homicide,2013
33,24,F,Black,Homicide,2013
3,77,M,Hispanic,Suicide,2012
2,66,M,Hispanic,Suicide,2014
10,64,M,Hispanic,Suicide,2014
3,60,F,Black,Homicide,2012
60,52,F,White,Suicide,2013
33,53,M,Black,Homicide,2012
305,61,M,White,Suicide,2013
174,33,M,Black,Homicide,2013
1,102,M,White,Suicide,2014
1,57,F,Hispanic,Suicide,2014
1,56,M,Native American/Native Alaskan,Homicide,2014
2,26,M,Hispanic,Accidental,2013
2,26,M,White,Undetermined,2014
2,72,M,White,Accidental,2013
2,73,M,Black,Homicide,2014
4,29,M,White,Accidental,2014
188,24,M,White,Suicide,2012
34,31,F,White,Suicide,2012
172,32,M,Black,Homicide,2013
24,23,F,Black,Homicide,2013
2,78,M,Hispanic,Suicide,2012
4,65,M,Hispanic,Suicide,2014
40,50,M,Black,Homicide,2012
334,58,M,White,Suicide,2013
8,63,M,Hispanic,Suicide,2014
2,59,F,Black,Homicide,2012
74,51,F,White,Suicide,2013
1,54,F,Hispanic,Suicide,2014
1,101,M,White,Suicide,2014
1,82,F,White,Accidental,2013
1,33,M,White,Accidental,2014
1,55,M,Native American/Native Alaskan,Homicide,2014
2,70,M,White,Undetermined,2013
1,32,M,Hispanic,Undetermined,2013
1,23,F,White,Accidental,2014
2,32,M,White,Accidental,2014
1,27,M,Hispanic,Accidental,2013
1,20,F,White,Undetermined,2014
1,27,M,White,Undetermined,2014
196,21,M,White,Suicide,2012
41,30,F,White,Suicide,2012
193,29,M,Black,Homicide,2013
28,22,F,Black,Homicide,2013
6,73,M,White,Accidental,2013
4,72,M,Black,Homicide,2014
7,75,M,Hispanic,Suicide,2012
2,68,F,Hispanic,Suicide,2012
1,57,M,Hispanic,Accidental,2012
1,58,F,Black,Homicide,2012
72,50,F,White,Suicide,2013
40,51,M,Black,Homicide,2012
328,59,M,White,Suicide,2013
13,62,M,Hispanic,Suicide,2014
2,54,M,Native American/Native Alaskan,Homicide,2014
1,69,M,White,Undetermined,2013
1,31,M,Hispanic,Undetermined,2013
3,31,M,White,Accidental,2014
1,19,F,Hispanic,Accidental,2013
3,28,M,White,Undetermined,2014
202,22,M,White,Suicide,2012
33,29,F,White,Suicide,2012
196,30,M,Black,Homicide,2013
25,21,F,Black,Homicide,2013
3,74,M,White,Accidental,2013
1,1,M,Asian/Pacific Islander,Homicide,2014
2,71,M,Black,Homicide,2014
5,76,M,Hispanic,Suicide,2012
3,57,F,Black,Homicide,2012
10,53,M,Hispanic,Suicide,2014
1,60,F,Hispanic,Suicide,2014
9,64,M,Black,Homicide,2012
340,56,M,White,Suicide,2013
7,65,M,Black,Homicide,2012
43,66,F,White,Suicide,2013
1,78,M,Black,Homicide,2014
1,69,F,Black,Homicide,2014
17,20,F,White,Suicide,2012
201,27,M,White,Suicide,2012
267,19,M,Black,Homicide,2013
25,28,F,Black,Homicide,2013
1,16,M,Asian/Pacific Islander,Homicide,2014
1,7,F,Asian/Pacific Islander,Homicide,2014
8,73,M,Hispanic,Suicide,2012
3,21,M,Hispanic,Accidental,2013
1,30,F,White,Undetermined,2014
5,21,M,White,Undetermined,2014
1,75,M,White,Accidental,2013
4,18,M,White,Accidental,2014
2,25,F,White,Accidental,2014
1,61,M,Native American/Native Alaskan,Homicide,2014
1,52,F,Native American/Native Alaskan,Homicide,2014
287,57,M,White,Suicide,2013
2,61,F,Hispanic,Suicide,2014
16,52,M,Hispanic,Suicide,2014
5,56,F,Black,Homicide,2012
62,64,F,White,Suicide,2013
5,66,M,Black,Homicide,2012
50,65,F,White,Suicide,2013
2,70,F,Black,Homicide,2014
2,77,M,Black,Homicide,2014
146,28,M,White,Suicide,2012
15,19,F,White,Suicide,2012
312,20,M,Black,Homicide,2013
20,27,F,Black,Homicide,2013
6,74,M,Hispanic,Suicide,2012
1,29,F,Hispanic,Accidental,2013
1,22,M,Hispanic,Accidental,2013
3,22,M,White,Undetermined,2014
1,29,F,White,Undetermined,2014
1,53,F,Native American/Native Alaskan,Homicide,2014
3,17,M,Hispanic,Undetermined,2013
1,67,F,White,Accidental,2013
2,17,M,White,Accidental,2014
1,26,F,White,Accidental,2014
2,33,F,White,Undetermined,2014
1,72,F,Native American/Native Alaskan,Homicide,2012
12,62,M,Black,Homicide,2012
364,54,M,White,Suicide,2013
13,51,M,Hispanic,Suicide,2014
1,55,F,Black,Homicide,2012
40,63,F,White,Suicide,2013
201,25,M,White,Suicide,2012
21,18,F,White,Suicide,2012
151,17,M,Black,Homicide,2013
22,26,F,Black,Homicide,2013
3,67,F,Black,Homicide,2014
2,76,M,Black,Homicide,2014
3,71,M,Hispanic,Suicide,2012
1,80,F,Hispanic,Suicide,2012
1,20,M,Hispanic,Undetermined,2013
7,20,M,White,Accidental,2014
3,23,M,White,Undetermined,2014
1,32,F,White,Undetermined,2014
7,54,F,Black,Homicide,2012
36,62,F,White,Suicide,2013
3,59,F,Hispanic,Suicide,2014
12,63,M,Black,Homicide,2012
350,55,M,White,Suicide,2013
14,50,M,Hispanic,Suicide,2014
216,26,M,White,Suicide,2012
22,17,F,White,Suicide,2012
218,18,M,Black,Homicide,2013
14,25,F,Black,Homicide,2013
2,72,M,Hispanic,Suicide,2012
1,74,F,White,Undetermined,2013
2,19,M,Hispanic,Undetermined,2013
1,28,F,Hispanic,Undetermined,2013
9,19,M,White,Accidental,2014
1,28,F,White,Accidental,2014
2,24,M,Hispanic,Accidental,2013
2,24,M,White,Undetermined,2014
1,31,F,White,Undetermined,2014
12,57,M,Hispanic,Suicide,2014
11,60,M,Black,Homicide,2012
345,52,M,White,Suicide,2013
5,53,F,Black,Homicide,2012
15,33,F,Black,Homicide,2013
42,61,F,White,Suicide,2013
170,31,M,White,Suicide,2012
27,24,F,White,Suicide,2012
296,23,M,Black,Homicide,2013
23,32,F,Black,Homicide,2013
3,69,M,Hispanic,Suicide,2012
2,65,F,Hispanic,Suicide,2014
1,67,F,White,Undetermined,2013
2,76,M,White,Undetermined,2013
2,17,M,Hispanic,Accidental,2013
1,26,F,White,Undetermined,2014
3,17,M,White,Undetermined,2014
2,79,M,White,Accidental,2013
12,22,M,White,Accidental,2014
2,29,F,White,Accidental,2014
4,73,F,Black,Homicide,2014
16,56,M,Hispanic,Suicide,2014
6,52,F,Black,Homicide,2012
50,60,F,White,Suicide,2013
174,33,M,White,Suicide,2012
8,61,M,Black,Homicide,2012
360,53,M,White,Suicide,2013
1,81,M,Black,Homicide,2014
180,32,M,White,Suicide,2012
16,23,F,White,Suicide,2012
289,24,M,Black,Homicide,2013
13,31,F,Black,Homicide,2013
3,70,M,Hispanic,Suicide,2012
1,66,F,Hispanic,Suicide,2014
2,75,M,White,Undetermined,2013
1,18,M,Hispanic,Accidental,2013
3,18,M,White,Undetermined,2014
4,80,M,White,Accidental,2013
2,21,M,Hispanic,Undetermined,2013
10,21,M,White,Accidental,2014
1,74,F,Black,Homicide,2014
2,81,M,White,Accidental,2013
16,58,M,Black,Homicide,2012
323,50,M,White,Suicide,2013
9,55,M,Hispanic,Suicide,2014
8,51,F,Black,Homicide,2012
54,59,F,White,Suicide,2013
196,29,M,White,Suicide,2012
17,22,F,White,Suicide,2012
338,21,M,Black,Homicide,2013
24,30,F,Black,Homicide,2013
6,67,M,Hispanic,Suicide,2012
1,69,F,White,Undetermined,2013
9,24,M,White,Accidental,2014
1,31,F,White,Accidental,2014
5,19,M,Hispanic,Accidental,2013
4,19,M,White,Undetermined,2014
1,82,M,White,Accidental,2013
1,33,F,White,Accidental,2014
10,50,F,Black,Homicide,2012
54,58,F,White,Suicide,2013
1,63,F,Hispanic,Suicide,2014
20,59,M,Black,Homicide,2012
317,51,M,White,Suicide,2013
13,54,M,Hispanic,Suicide,2014
19,21,F,White,Suicide,2012
174,30,M,White,Suicide,2012
330,22,M,Black,Homicide,2013
16,29,F,Black,Homicide,2013
2,79,M,Black,Homicide,2014
1,9,M,Asian/Pacific Islander,Homicide,2014
5,68,M,Hispanic,Suicide,2012
1,75,F,Hispanic,Suicide,2012
1,62,M,Native American/Native Alaskan,Homicide,2014
1,70,F,White,Undetermined,2013
1,77,M,White,Undetermined,2013
1,23,M,Hispanic,Undetermined,2013
10,23,M,White,Accidental,2014
1,32,F,White,Accidental,2014
1,20,M,Hispanic,Accidental,2013
2,20,M,White,Undetermined,2014
1,57,M,Asian/Pacific Islander,Homicide,2014
4,46,M,White,Undetermined,2014
3,43,M,White,Accidental,2014
2,34,F,White,Accidental,2014
53,45,F,White,Suicide,2012
18,37,F,Black,Homicide,2013
171,36,M,White,Suicide,2012
59,44,M,Black,Homicide,2013
1,78,F,Asian/Pacific Islander,Homicide,2012
16,16,F,Black,Homicide,2012
3,7,M,Black,Homicide,2012
57,15,M,White,Suicide,2013
69,90,M,White,Suicide,2014
2,35,F,White,Accidental,2014
1,38,F,White,Undetermined,2014
2,47,M,Hispanic,Accidental,2013
3,47,M,White,Undetermined,2014
3,42,M,White,Accidental,2014
1,3,M,Native American/Native Alaskan,Homicide,2014
206,37,M,White,Suicide,2012
48,45,M,Black,Homicide,2013
46,44,F,White,Suicide,2012
9,36,F,Black,Homicide,2013
1,56,M,Asian/Pacific Islander,Homicide,2014
2,86,M,Hispanic,Suicide,2013
1,11,M,Hispanic,Suicide,2014
9,15,F,Black,Homicide,2012
1,8,M,Black,Homicide,2012
86,16,M,White,Suicide,2013
77,89,M,White,Suicide,2014
2,36,F,White,Accidental,2014
3,48,M,White,Undetermined,2014
5,45,M,White,Accidental,2014
165,34,M,White,Suicide,2012
71,42,M,Black,Homicide,2013
2,41,F,White,Undetermined,2014
51,43,F,White,Suicide,2012
16,35,F,Black,Homicide,2013
1,55,M,Asian/Pacific Islander,Homicide,2014
2,5,M,Black,Homicide,2012
4,14,F,Black,Homicide,2012
1,76,F,Asian/Pacific Islander,Homicide,2012
29,13,M,White,Suicide,2013
109,88,M,White,Suicide,2014
1,92,F,Hispanic,Suicide,2013
1,83,M,Hispanic,Suicide,2013
2,3,M,Hispanic,Accidental,2012
8,44,M,White,Accidental,2014
2,40,F,White,Undetermined,2014
1,37,F,White,Accidental,2014
40,42,F,White,Suicide,2012
20,34,F,Black,Homicide,2013
1,54,M,Asian/Pacific Islander,Homicide,2014
162,35,M,White,Suicide,2012
55,43,M,Black,Homicide,2013
4,6,M,Black,Homicide,2012
5,13,F,Black,Homicide,2012
59,14,M,White,Suicide,2013
94,87,M,White,Suicide,2014
2,96,F,White,Suicide,2014
5,84,M,Hispanic,Suicide,2013
3,49,M,White,Undetermined,2014
10,41,F,Black,Homicide,2013
5,47,M,White,Accidental,2014
2,42,M,White,Undetermined,2014
1,35,F,White,Undetermined,2014
1,38,F,White,Accidental,2014
187,40,M,White,Suicide,2012
36,48,M,Black,Homicide,2013
1,60,F,Asian/Pacific Islander,Homicide,2014
3,53,M,Asian/Pacific Islander,Homicide,2014
8,16,M,Hispanic,Suicide,2014
5,12,F,Black,Homicide,2012
2,3,M,Black,Homicide,2012
61,49,F,White,Suicide,2012
136,86,M,White,Suicide,2014
2,93,F,White,Suicide,2014
1,96,M,White,Undetermined,2012
3,89,M,Hispanic,Suicide,2013
1,91,M,White,Accidental,2012
1,NA,F,White,Suicide,2012
203,41,M,White,Suicide,2012
2,39,F,White,Accidental,2014
1,43,M,Hispanic,Accidental,2013
1,46,M,Hispanic,Undetermined,2013
4,46,M,White,Accidental,2014
82,48,F,White,Suicide,2012
5,40,F,Black,Homicide,2013
1,52,M,Asian/Pacific Islander,Homicide,2014
6,15,M,Hispanic,Suicide,2014
1,11,F,Black,Homicide,2012
1,4,M,Black,Homicide,2012
14,12,M,White,Suicide,2013
49,49,M,Black,Homicide,2013
122,85,M,White,Suicide,2014
1,90,M,Hispanic,Suicide,2013
1,40,F,White,Accidental,2014
2,44,M,Hispanic,Accidental,2013
4,44,M,White,Undetermined,2014
191,38,M,White,Suicide,2012
52,46,M,Black,Homicide,2013
65,47,F,White,Suicide,2012
11,39,F,Black,Homicide,2013
2,51,M,Asian/Pacific Islander,Homicide,2014
3,0,M,Black,Homicide,2012
1,9,M,White,Suicide,2013
133,84,M,White,Suicide,2014
3,91,F,White,Suicide,2014
1,87,M,Hispanic,Suicide,2013
5,14,M,Hispanic,Suicide,2014
4,49,M,White,Accidental,2014
3,45,M,White,Undetermined,2014
1,14,F,Native American/Native Alaskan,Homicide,2014
3,48,M,White,Accidental,2014
1,36,F,White,Undetermined,2014
55,46,F,White,Suicide,2012
7,38,F,Black,Homicide,2013
5,50,M,Asian/Pacific Islander,Homicide,2014
186,39,M,White,Suicide,2012
60,47,M,Black,Homicide,2013
1,41,F,White,Accidental,2014
1,59,F,Asian/Pacific Islander,Homicide,2014
1,NA,M,White,Accidental,2014
1,2,M,Black,Homicide,2012
1,10,M,White,Suicide,2013
149,83,M,White,Suicide,2014
1,92,F,White,Suicide,2014
1,88,M,Hispanic,Suicide,2013
4,13,M,Hispanic,Suicide,2014
1,3,M,Hispanic,Undetermined,2012
34,37,F,White,Suicide,2012
6,45,F,Black,Homicide,2013
3,99,M,White,Suicide,2014
226,44,M,White,Suicide,2012
143,36,M,Black,Homicide,2013
2,38,M,Hispanic,Accidental,2013
2,38,M,White,Undetermined,2014
4,35,M,White,Accidental,2014
2,89,F,White,Suicide,2014
1,86,F,Hispanic,Suicide,2013
1,66,M,Asian/Pacific Islander,Homicide,2014
1,70,F,Asian/Pacific Islander,Homicide,2012
47,15,M,Black,Homicide,2012
1,8,F,Black,Homicide,2012
12,16,F,White,Suicide,2013
228,45,M,White,Suicide,2012
96,37,M,Black,Homicide,2013
6,98,M,White,Suicide,2014
37,36,F,White,Suicide,2012
13,44,F,Black,Homicide,2013
1,43,F,Hispanic,Undetermined,2013
2,39,M,White,Undetermined,2014
3,34,M,White,Accidental,2014
1,0,F,Hispanic,Accidental,2012
1,1,F,Hispanic,Accidental,2012
1,83,M,White,Undetermined,2012
1,90,F,White,Suicide,2014
1,94,M,Hispanic,Suicide,2013
2,65,M,Asian/Pacific Islander,Homicide,2014
3,12,F,Hispanic,Suicide,2014
94,16,M,Black,Homicide,2012
1,7,F,Black,Homicide,2012
13,15,F,White,Suicide,2013
10,97,M,White,Suicide,2014
228,42,M,White,Suicide,2012
160,34,M,Black,Homicide,2013
35,35,F,White,Suicide,2012
14,43,F,Black,Homicide,2013
1,63,M,Asian/Pacific Islander,Homicide,2014
2,44,F,White,Accidental,2014
1,40,M,White,Undetermined,2014
1,37,M,Hispanic,Undetermined,2013
5,37,M,White,Accidental,2014
1,11,M,Hispanic,Accidental,2012
2,49,F,White,Undetermined,2014
11,13,M,Black,Homicide,2012
1,89,M,White,Accidental,2012
1,6,F,Black,Homicide,2012
10,14,F,White,Suicide,2013
8,87,F,White,Suicide,2014
15,96,M,White,Suicide,2014
1,91,M,Hispanic,Suicide,2013
31,34,F,White,Suicide,2012
9,42,F,Black,Homicide,2013
1,41,M,Hispanic,Accidental,2013
4,41,M,White,Undetermined,2014
262,43,M,White,Suicide,2012
142,35,M,Black,Homicide,2013
3,55,F,Asian/Pacific Islander,Homicide,2014
3,36,M,Hispanic,Undetermined,2013
4,36,M,White,Accidental,2014
1,45,F,White,Accidental,2014
1,9,M,Native American/Native Alaskan,Homicide,2014
18,14,M,Black,Homicide,2012
1,5,F,Black,Homicide,2012
6,13,F,White,Suicide,2013
16,95,M,White,Suicide,2014
4,88,F,White,Suicide,2014
282,48,M,White,Suicide,2012
86,40,M,Black,Homicide,2013
1,NA,M,White,Suicide,2012
49,41,F,White,Suicide,2012
3,34,M,Hispanic,Accidental,2013
5,39,M,White,Accidental,2014
3,34,M,White,Undetermined,2014
1,43,F,White,Undetermined,2014
1,13,M,Hispanic,Accidental,2012
1,83,M,White,Accidental,2012
1,15,F,Hispanic,Suicide,2014
1,11,M,Black,Homicide,2012
1,12,F,White,Suicide,2013
1,4,F,Black,Homicide,2012
10,49,F,Black,Homicide,2013
21,94,M,White,Suicide,2014
7,85,F,White,Suicide,2014
47,40,F,White,Suicide,2012
9,48,F,Black,Homicide,2013
1,60,M,Asian/Pacific Islander,Homicide,2014
1,NA,F,Black,Homicide,2013
1,15,M,Native American/Native Alaskan,Homicide,2014
70,41,M,Black,Homicide,2013
1,47,F,White,Accidental,2014
2,38,M,White,Accidental,2014
1,84,M,White,Accidental,2012
3,16,F,Hispanic,Suicide,2014
8,12,M,Black,Homicide,2012
1,3,F,Black,Homicide,2012
283,49,M,White,Suicide,2012
32,93,M,White,Suicide,2014
4,86,F,White,Suicide,2014
255,46,M,White,Suicide,2012
93,38,M,Black,Homicide,2013
2,50,F,Asian/Pacific Islander,Homicide,2014
40,39,F,White,Suicide,2012
11,47,F,Black,Homicide,2013
6,41,M,White,Accidental,2014
3,45,F,White,Undetermined,2014
1,14,M,Native American/Native Alaskan,Homicide,2014
2,48,F,White,Accidental,2014
2,36,M,Hispanic,Accidental,2013
5,36,M,White,Undetermined,2014
2,15,M,Hispanic,Accidental,2012
3,2,F,Black,Homicide,2012
1,9,M,Black,Homicide,2012
47,92,M,White,Suicide,2014
13,83,F,White,Suicide,2014
1,13,F,Hispanic,Suicide,2014
45,38,F,White,Suicide,2012
12,46,F,Black,Homicide,2013
3,58,M,Asian/Pacific Islander,Homicide,2014
289,47,M,White,Suicide,2012
85,39,M,Black,Homicide,2013
3,51,F,Asian/Pacific Islander,Homicide,2014
1,0,F,Black,Homicide,2012
2,37,M,Hispanic,Accidental,2013
1,37,M,White,Undetermined,2014
1,13,M,Native American/Native Alaskan,Homicide,2014
2,40,M,Hispanic,Undetermined,2013
2,40,M,White,Accidental,2014
1,86,M,White,Accidental,2012
1,49,F,White,Accidental,2014
2,16,M,Hispanic,Accidental,2012
4,1,F,Black,Homicide,2012
1,10,M,Black,Homicide,2012
54,91,M,White,Suicide,2014
7,84,F,White,Suicide,2014
1,14,F,Hispanic,Suicide,2014
7,69,M,Hispanic,Suicide,2013
28,28,M,Hispanic,Suicide,2014
3,19,F,Hispanic,Suicide,2014
317,23,M,Black,Homicide,2012
18,32,F,Black,Homicide,2012
189,31,M,White,Suicide,2013
35,24,F,White,Suicide,2013
1,76,M,White,Undetermined,2012
1,17,M,Hispanic,Accidental,2012
1,79,M,White,Accidental,2012
190,74,M,White,Suicide,2014
4,59,M,White,Accidental,2014
7,41,M,Asian/Pacific Islander,Homicide,2014
3,62,M,White,Undetermined,2014
1,55,F,White,Undetermined,2014
1,50,F,White,Accidental,2014
2,27,F,Native American/Native Alaskan,Homicide,2014
2,20,M,Native American/Native Alaskan,Homicide,2014
41,61,F,White,Suicide,2012
14,33,F,Black,Homicide,2012
4,53,F,Black,Homicide,2013
12,81,F,White,Suicide,2014
338,52,M,White,Suicide,2012
8,60,M,Black,Homicide,2013
1,48,F,Asian/Pacific Islander,Homicide,2014
2,49,F,Asian/Pacific Islander,Homicide,2014
5,70,M,Hispanic,Suicide,2013
23,27,M,Hispanic,Suicide,2014
3,20,F,Hispanic,Suicide,2014
288,24,M,Black,Homicide,2012
21,31,F,Black,Homicide,2012
184,32,M,White,Suicide,2013
34,23,F,White,Suicide,2013
1,18,M,Hispanic,Accidental,2012
1,75,M,White,Undetermined,2012
1,21,M,Hispanic,Undetermined,2012
2,71,F,White,Accidental,2012
2,80,M,White,Accidental,2012
198,73,M,White,Suicide,2014
